fips,val
51027,2
51029,0
51031,2
51033,2
51035,1
51036,0
51037,0
51041,2
51043,0
51045,0
51047,3
51049,0
51051,1
51053,2
51057,2
51059,3
51061,2
51063,0
51065,1
51067,2
51069,2
51071,1
51073,1
51075,2
51077,0
51079,1
51081,2
51083,1
51085,2
51087,2
51089,3
51091,0
51093,2
51095,2
51097,0
51099,3
51101,1
51103,2
51105,2
51107,3
51109,1
51111,0
51113,1
51115,0
51117,1
51119,0
51121,2
51125,1
51127,1
51131,2
51133,2
51135,2
51137,2
51139,2
51141,2
51143,1
51145,1
51147,1
51149,2
51153,3
51155,2
51157,0
51159,0
51161,2
51163,2
51165,2
51167,1
51169,2
51171,1
51173,2
51175,0
51177,2
51179,2
51181,0
51183,1
51185,1
51187,1
51191,3
51193,2
51195,2
51197,1
51199,2
51510,3
51520,2
51550,2
51580,0
51590,3
51630,2
51650,2
51660,2
51670,1
51680,2
51700,2
51710,2
51730,2
51735,2
51740,3
51760,2
51770,3
51775,1
51800,1
51810,2
53001,0
53003,0
53005,1
53007,2
53009,0
53011,3
53013,0
53015,1
53017,1
53019,0
53021,1
53025,2
53027,2
53029,2
53031,0
53033,3
53035,3
53037,1
53039,0
53041,2
53043,0
53045,2
53047,0
53049,0
53051,0
53053,3
53055,0
53057,2
53059,0
53061,3
53063,3
53065,1
53067,3
53069,0
53071,0
53073,2
53075,0
53077,1
54001,0
54003,3
54005,1
54007,0
54009,0
54011,1
54013,0
54015,0
54017,0
54019,3
54021,0
54023,2
54025,2
54027,2
54029,0
54031,1
54033,2
54035,1
54037,1
54039,3
54041,0
54043,2
54045,2
54047,2
54049,2
54051,0
54053,2
54055,2
54057,2
54059,3
54061,2
54063,2
54065,2
54067,2
54069,2
54071,0
54073,0
54075,0
54077,2
54079,3
54081,2
54083,0
54085,0
54087,0
54089,0
54091,0
54093,0
54095,0
54097,0
54099,1
54101,0
54103,2
54105,0
54107,1
54109,2
55001,0
55003,0
55005,0
55007,0
55009,3
55011,0
55013,0
55015,2
55017,1
55019,0
55021,2
55023,0
55025,1
55027,2
55029,0
55031,2
55033,2
55035,1
55037,0
55039,1
55041,0
55043,1
55045,0
55047,0
55049,1
55051,0
55053,0
55055,2
55057,0
55059,3
55061,0
55063,2
55065,0
55067,0
55069,1
55071,1
55073,1
55075,1
55077,0
55078,0
55079,3
55081,0
55083,1
55085,0
55087,3
55089,1
55091,0
55093,1
55095,0
55097,2
55099,0
55101,3
55103,0
55105,1
55107,0
55109,2
55111,2
55113,0
55115,0
55117,2
55119,0
55121,2
55123,0
55125,0
55127,2
55129,0
55131,3
55133,2
55135,2
55137,0
55139,2
55141,2
56001,0
56003,0
56005,2
56007,2
56009,0
56011,0
56013,2
56015,0
56017,0
56019,0
56021,2
56023,2
56025,1
56027,0
56029,1
56031,0
56033,0
56035,0
56037,2
56039,0
56041,1
56043,0
56045,0
